3.902083127725184952e-01 -5.780912610458333045e-02
4.005169142968501572e-01 -5.756577048565371391e-02
4.108697400600314631e-01 -5.731429664446588412e-02
4.212621878139911624e-01 -5.704077808488695889e-02
4.316896376970866256e-01 -5.673311983705516676e-02
4.421474542878193192e-01 -5.630971821034369551e-02
4.526309886654658610e-01 -5.603199032684956504e-02
4.631355804767104956e-01 -5.563899295703577524e-02
4.736565600073602278e-01 -5.521731964029476941e-02
4.841892502582206270e-01 -5.477027094304782323e-02
4.947289690242102078e-01 -5.429304413214754155e-02
5.052710309757897367e-01 -5.379089187257166810e-02
5.158107497417794285e-01 -5.324751471635090494e-02
5.263434399926397722e-01 -5.268662295689152675e-02
5.368644195232894489e-01 -5.211876308120119705e-02
5.473690113345341945e-01 -5.150721541388333935e-02
5.578525457121806808e-01 -5.087343624414250587e-02
5.683103623029134299e-01 -5.021174280622188457e-02
5.787378121860089486e-01 -4.951861093379029272e-02
5.891302599399684814e-01 -4.880963783635571679e-02
5.994830857031498983e-01 -4.807057687115929429e-02
6.097916872274814493e-01 -4.730092393923419902e-02
6.200514819243474474e-01 -4.652405528983222238e-02
6.302579089017327219e-01 -4.571361506606728270e-02
6.404064309917230080e-01 -4.498382096861566065e-02
6.504925367674592174e-01 -4.411162169256259424e-02
6.605117425486481952e-01 -4.322111410922563346e-02
6.704595943947384562e-01 -4.220203346093662905e-02
6.803316700848778265e-01 -4.134560873264395142e-02
6.901235810837668128e-01 -4.041428973455615803e-02
6.998309744925410580e-01 -3.946212665364838557e-02
7.094495349838092491e-01 -3.849642511313934590e-02
7.189749867199898281e-01 -3.750811516987046651e-02
7.284030952540936354e-01 -3.652116681707084228e-02
7.377296694121058263e-01 -3.559249919471092066e-02
7.469505631561317305e-01 -3.444772046120558179e-02
7.560616774274774299e-01 -3.342524611131308943e-02
7.650589619688468179e-01 -3.237419601179627321e-02
7.739384171248433475e-01 -3.131266431031318187e-02
7.826960956199794373e-01 -3.024300823673724617e-02
7.913281043133977288e-01 -2.916577844342761391e-02
7.998306059295301473e-01 -2.808344807746647118e-02
8.081998207639211618e-01 -2.698041203553693673e-02
8.164320283634584063e-01 -2.600824825770629498e-02
8.245235691802643707e-01 -2.479506663289134452e-02
8.324708461985123042e-01 -2.381956542116738310e-02
8.402703265334454663e-01 -2.263141579992030902e-02
8.479185430018859604e-01 -2.156727666350725589e-02
8.554120956635373751e-01 -2.049474115919700315e-02
8.627476533323956698e-01 -1.942957799425273219e-02
8.699219550575952864e-01 -1.836973927774426113e-02
8.769318115730329044e-01 -1.732865715787111974e-02
8.837741067151250185e-01 -1.629702955530477546e-02
8.904457988080680675e-01 -1.527037662074670274e-02
8.969439220159860504e-01 -1.426567806397993805e-02
9.032655876613634449e-01 -1.328890672363108177e-02
9.094079855091796727e-01 -1.233273344873988056e-02
9.153683850161705715e-01 -1.140231432072381403e-02
9.211441365446659812e-01 -1.048106726900099005e-02
9.267326725404598786e-01 -9.635601631146011037e-03
9.321315086741917000e-01 -8.775676873035261755e-03
9.373382449457303700e-01 -7.963886490568663698e-03
9.423505667510723161e-01 -7.182932447014422385e-03
9.471662459112746291e-01 -6.442989345495019407e-03
9.517831416629715102e-01 -5.742009266015537031e-03
9.561992016100291369e-01 -5.077880512395135763e-03
9.604124626359189509e-01 -4.449585905742532883e-03
9.644210517764013613e-01 -3.868819602990711520e-03
9.682231870521346151e-01 -3.334399623579051720e-03
9.718171782608354681e-01 -2.835798369594300528e-03
9.752014277286431554e-01 -2.386171250058371444e-03
9.783744310203490446e-01 -1.979962012637251530e-03
9.813347776081788876e-01 -1.605304565790330491e-03
9.840811514988293540e-01 -1.269118890129630663e-03
9.866123318184801816e-01 -9.787554884435679167e-04
9.889271933555212613e-01 -7.359118431140155691e-04
9.910247070607550723e-01 -5.381764442287769378e-04
9.929039405048500910e-01 -3.795372437346942606e-04
9.945640582928436668e-01 -2.540939261656568028e-04
9.960043224355079605e-01 -1.584553411852546634e-04
9.972240926774167402e-01 -9.081171450391284459e-05
9.982228267815642653e-01 -4.689506322659392040e-05
9.990000807704113583e-01 -2.106175919312745578e-05
9.995555091232515288e-01 -7.576040317993933449e-06
9.998888649298089959e-01 -1.616593276508955070e-06
1.000000000000000000e+00 -0.000000000000000000e+00
